2.4	0.89	0.035	0.0763520900850441016972718792562623254542601877231141696196168689959048175841995960144348259617006677554038479445396400917689930654977207830394147942546977532272024623493314813320929589590295924446519526277073087682004799871290375847747173805319
2.4	0.89	0.0352	0.07630428336841304117919312996239465404997977922800194153711236618563498304945005718002611869893186278011073617386656317832129278009251577628769078492817287122441167589047476232019996379272941122769611129224047476749726721059302680159535815968842
2.4	0.89	0.0354	0.0762562134389341675320846613620323747187104603504257555163426757722199745203056788546588776760824158309348911246936939410914127776521139897803950558329565420458275932878207030908672739475975721413035447591858148113060217856757974205670422049748
2.4	0.89	0.0356	0.0762078804534681108643271912618620349435012609242195844615815050967282166757731152482107579378052388541818684485699228098074517434412317559672498189162125486231385636458812986703771844549468200957491706864850304639402699540932331264427530910552
2.4	0.89	0.0358	0.0761592845697703025044285530151018603846679764177462999899261218171310180776613244451041534767254702327465943698133662137150887186837062041066419808228605987127190013615636046848355020499876236040656213392169995819129725621229935105877845646877
2.4	0.89	0.036	0.07611042594649108147643004213560280934774241982279355536570375322537549541077202298851630820858320928036067513004847070887032647031149649483361492593862914733499746309227576247392135337483247059464868927239714237859560862765623583446259622652825
2.4	0.89	0.0362	0.0760613047431758016798979439812211389758061443802671675687469086702898458137012015077937890521470328677381120086282043176496489088643565733042097669370233568594945941290513585069644622067029832143364927524068646299644339132249941550293773114648
2.4	0.89	0.0364	0.07601192112026493977636952017901127815214342025456739207128559502203295116673006696321656452224294252615481959073379205927798813802192414973168346175750718156247221926025306390709508854715564881884595132503803122036139841150846216255928392622359
2.4	0.89	0.0366	0.07596227523909420378414015222146136021244759456674970996415580197445307785388521199848954799270311128087384409759629955526852202626539799551601104457627141368424871848088232449303806877250534513307222949061788287094631737376707982787994592677273
2.4	0.89	0.0368	0.0759123672618946423833046139434597902830892397956981763093997860789863985233529296358910741534236212386254119862949136096746569300838747238198370469255839843820215729258774074954698213275957358595124721929009256558504972128306076985619127239672
2.4	0.89	0.037	0.07586219735179275493300041502110047797659777896730961790872963719494102419593580980221903658371800405915955506618418422616381704013630468526064012663844996283633493435064953660362654061274632274166795533238952129901885795057792790192067464429391
2.4	0.892	0.035	0.03815533995132241293014591668227133615491176177390688381419698453373230822359453897506985735867168324415199913250714907366584285490315869120459306135510258590476614282490190043857682355246844904748450157361000536899721104433592595307803933807794
2.4	0.892	0.0352	0.03813136540421081560100787951012461291199069164492081350488659263347879138313085717326590663961524794126813242467565521511199864740950558009677300759827033432091647892820176935321196337882774307152244353054278895947745585492655100301426782382811
2.4	0.892	0.0354	0.03810725886229295808793650424177444999188186316779698285806945126837068720456875786095654333177977598396093267339044700180483927553526413704831662623716911691821339046712949994215233242413356686539782020517948039298272182322978426518662700294708
2.4	0.892	0.0356	0.03808302040429442316785218640877883293457460424640682364619267429845371371502601077813574596541248292475591256556138708859571358876622261624107314969504451164671775367807660552792381424730010070743306550872180052752901854946951883121521385230076
2.4	0.892	0.0358	0.03805865010938990162060060101028635085345728994226438274587014988305749609309580590468272879995857473987283877604173784130677990355346463693316785553611708885476453087305906875225871799367287297521511884479103360492515532258312908655270426320029
2.4	0.892	0.036	0.0380341480572032460680250253476986372578807539946991713541775382181462227553740987071327737387813723221626260459660733019220395853592281580262564173506101070743940776849172043554350628484024464762569904540524160101157284687529508498960309828458
2.4	0.892	0.0362	0.03800951432780752516920934391147582802318834945362776231989401726872871115679943618490492077767566876552293880907901811982154830833791548093144931721199366850597920311204377093506842012564103405456747953516240140542178489804769349970300998905468
