tPlunge     logmu     logM     ePlunge     nuPlunge     gamPlunge     phiPlunge     costhetaSky     phiSky     cosLambda     alpPlunge     SMBHspin     costhetaSpin     phiSpin     Zeta     SMBHQuad      SNRI     SNRII     SNR_tot   
59579895.2911    -8.69740613715    2.94170099091    0.169568750512    0.000550441229057    1.17813071843    5.94768941514    0.362225357525    5.96804888054    -0.113260117256    1.33079880888    0.998    -0.91318964699    0.275450929186    8.27348383946e-23    0.0    3.37472500687    3.34719616372    4.75315590218  
37293736.9551    -9.19691265584    -1.78650305106    0.0995662419585    0.12458444492    4.25340248545    3.5812086913    0.153364295327    0.583292055462    0.303054564299    6.23789394584    0.9775    0.206509118262    5.24031550119    1.38282382627e-22    0.0    1.18167733028    1.17702801928    1.66785978759  
22906207.3172    -8.52280152084    1.04536057459    0.0408095435214    0.00651267949351    2.68993433906    5.95887938488    -0.00920536298572    2.88922079634    0.222030372331    3.24374733166    0.9789    0.632946528433    4.54283990944    7.35850537701e-23    0.0    9.94724613079    9.6837807224    13.8824822948  
39564647.3769    -8.34440066189    0.71972555668    0.150454321459    0.00351787538224    4.39461682089    3.97597383666    0.17644560978    2.62240267264    -0.808267427269    1.90317622621    0.982    0.564379352746    5.06870672538    6.66193556649e-23    0.0    5.16027908514    5.80984558947    7.77063613934  
55915867.6584    -8.75173225471    -2.3436379409    0.126166297662    0.296085927564    3.01181933378    5.82530418201    -0.0283054111104    3.35790425135    0.528978424498    5.8510921142    0.9772    -0.979898761351    2.52322816025    8.62284498364e-23    0.0    0.0    0.0    0.0  
55887110.1505    -8.96149118888    -0.872279498687    0.0113850330811    0.115573891849    5.05435887427    3.95120932381    -0.117597775721    6.02789144403    0.898480647044    2.28412395643    0.9794    -0.547605602959    5.5833138188    1.04059795894e-22    0.0    9.62316997136    8.81123037123    13.0477270416  
32629311.4433    -8.39174979622    -0.244743220189    0.008553776554    0.0121621023139    4.77501358708    0.178255677322    -0.0616735071904    0.369375172995    -0.175490199874    3.05118597159    0.99    0.942987613058    3.21088364397    6.82857326759e-23    0.0    5.77866831876    5.80542028489    8.19120944809  
978293.350865    -8.47382032322    1.67436295714    0.0839972963999    0.0107873809653    3.46665595471    6.00374034718    0.283338123826    6.17897630118    0.831107550012    1.03908698171    0.998    -0.162778917766    3.09780048836    7.14722913025e-23    0.0    7.30777497589    6.87763533271    10.0352101556  
43598920.0623    -9.16793483861    1.52227697264    0.197412300397    0.00162564134289    0.338013522178    0.418785307782    -0.960654584423    6.13412283754    -0.781523240989    4.52805786966    0.9732    0.800916116173    2.73048417298    1.32785776794e-22    0.0    21.2895474117    22.1629409911    30.7317552764  
30913241.6044    -8.62418538581    1.73537520608    0.0180634070378    0.00305916487905    1.83573221887    1.49927592119    0.975797013849    0.823546119806    0.156846015367    0.621745486759    0.9962    0.561749502148    3.91221333185    7.85512651769e-23    0.0    13.172629949    13.3193025154    18.7329121941  
6423403.30804    -8.28222694365    0.885976121127    0.0244196995568    0.0210963536065    3.63602398794    2.15093927019    -0.760404800543    1.27365245767    0.960110276021    0.0301716665026    0.9792    0.803450040462    2.69837899014    6.4604717706e-23    0.0    7.84938022122    7.79283997389    11.0607922282  
35510338.5355    -9.20481667826    1.10984350432    0.107947159522    0.00831062753677    4.86606674547    4.73884678492    0.871128905338    5.05001996884    0.440805913373    2.97412354592    0.9827    0.269512666343    0.884639292255    1.39872953651e-22    0.0    22.2161237681    21.3639276188    30.8216410754  
37710541.1491    -9.10088260196    2.2559275937    0.158588900494    0.00201723880556    2.08163211717    3.72167292223    0.36370980501    5.77100853638    0.219592081651    3.6413666379    0.9671    0.413865902868    1.98787122186    1.21701271313e-22    0.0    27.3226605873    27.9862832    39.1121442639  
28295168.6836    -8.6024418626    -0.0893242567802    0.0771833645661    0.0679069231517    5.46544477744    4.23542828019    -0.505870651399    2.15247897744    0.980599412042    2.25057404192    0.9941    0.0112370103902    4.01132959976    7.74119630092e-23    0.0    3.80599207531    4.41833764026    5.831576389  
48218103.1901    -8.67934497637    1.49094312087    0.0655088474611    0.00201750850492    4.40990495726    1.72616119645    0.142942892003    5.94686305899    -0.321869753564    1.7618647627    0.9871    -0.0667525833165    5.54079154314    8.16483511729e-23    0.0    10.5585930206    10.300249944    14.7505605142  
62004881.7714    -8.59235532175    4.15337420201    0.00866877120756    0.000456901808084    4.57830417511    0.700227167069    0.362469597237    3.06235182253    0.897644900845    3.57199347194    0.8525    0.768365391082    2.70466163529    7.68963287951e-23    0.0    13.5323747908    13.144843027    18.8656318655  
55302797.0211    -8.63862377762    0.654149140686    0.0677143714913    0.00545830590055    3.64222641125    1.55663108896    -0.0598677787306    5.87836046692    -0.0492837006424    4.10300106631    0.9717    0.0741102193603    1.07200033079    7.93341037893e-23    0.0    9.89926543187    9.6934973849    13.8549394673  
11523737.9187    -8.37747092627    3.01802269896    0.108632902442    0.00235261645983    4.932669975    4.06823801141    -0.900787832195    3.09812834878    0.940397177553    5.94597908556    0.9696    0.566103096603    5.30127291045    6.77694800972e-23    0.0    19.8798278898    19.4320762173    27.799516957  
3683530.86443    -8.64624408497    1.60371345649    0.110567166809    0.00931206278143    0.424659450616    5.21747576326    -0.080878113232    2.29828316408    0.81844318974    5.95397800818    0.9827    -0.443795680382    4.22715580262    7.97517166147e-23    0.0    4.02312160292    6.59078041803    7.72165098606  
28768502.2015    -8.80319599843    1.61508051334    0.143414757616    0.00841386465914    4.59415525118    5.91505204158    -0.819394385906    5.74443238263    0.803348098769    2.5676236669    0.9715    0.619301011473    3.55641772183    8.99030080893e-23    0.0    21.3034831943    21.0782703951    29.9688484774  
44467789.022    -9.25370236499    -2.15713510838    0.112845110959    0.0746210750696    2.08356612686    2.62865684928    -0.284828832882    1.54344261225    -0.420506653433    2.52214688047    0.9965    -0.275655967233    5.55770801176    1.50575818475e-22    0.0    0.0    0.0    0.0  
6287778.51219    -8.80615069526    0.783425441536    0.119794331003    0.00813707107555    1.31647247598    1.2640424462    0.318456869817    4.68406856353    0.151807119769    6.19802964529    0.9764    0.205250021392    3.61796334605    9.01234205344e-23    0.0    9.84552834499    10.0955790791    14.1016008075  
20327732.8211    -8.49094525117    0.266706891527    0.157541912486    0.00630979492967    3.21522519211    4.88887261447    -0.311388435663    1.02348694545    -0.549364644261    1.77214281117    0.9725    0.189360839989    2.20840275131    7.21927284353e-23    0.0    4.83938638692    5.16986305205    7.08146486109  
